Banglish,Hate
chapabaj hindustani sorkar bhuya sarjikkal straiker obhinoy kore ar pakistan tader merei jacchhe tara kokhono pakistaner sathe pare nai sudhu ekattrer judhwe bangladeshi muktibahinir jonno ekkbar pakistanke size koreche bharot ar kokhono pakistaner birudhwo,hate
bharoter orthoniti niye apnader bhabte hobe na bharoter orthoniti niye bharot sorkar achhe adar bepari jahajer khoj niye labh nai,hate
sheshabodhi beiman hisebei shopoth nilen ershad,hate
chin duto sabmerin dichhe bangladesh ke tai bharot dishehara hoye ulto palta bolche,hate
mayanmarer age bharoter proti takan jodi ek chokh kana tumra,hate
mayanmar desh mane kulnggar ebong ghrinit desh,hate
bharotiyo sokol channel bondho kora houk,hate
bharotiyora ekhonoo khola akasher niche bathorum kore ar sei deshe monri mohashoyo alishan jibonojapon korche hayre monri apni to kodin pore durga make kinar bayna dhorben apni purush noyo apni bharote je kot manush du belai khete parena sekhane apni takar paharo banacchhen ar onyo dike aponari desher jonogon jara apnar hortakorta mane jader chakor apni tader thokacchhen dhik dhik dhik,hate
bharote cricket bode durniti akhora chhatai kora uchit,hate
rohinga musolimoder puriye hotta korche shune amoder bose bose kanna kora chara ar kichhui korar nei amader prtibeshike mere phelochhe ar amra ghorer dorja atke diye sudhu mayakanna korchi kanna korb thiki kintu ghore jayga dibo na mone rekho bharot konodin bangladesh akromon kore ebhabe kore mare bonggoposagr chara palabar kon desh thakbe na sedinoo sara duniya kadobe kintu keu egiye asobe na sutorang sorkarer kache dabi bordar khule din koti thakte parchhi hajare somossha hobe na rohinga onuprbesh thekate sotorko bangladesh,hate
tariph hasan rendiyate ki ture make bhada dech malauner bacchamuslimoder proti dord naishala munaphek madarichud,hate
phranso birodhi andolone bharot phranske saporto korayo bharotke khushi kortese phranso,hate
bolodora bole kashmir naki bharoter,hate
hindura bharotke sapot kore bangladesher cheye beshi ei kuttar baccha hinduder desh hote ber kore deya dorkar,hate
amar kache upay jana achhe jehetu bharotiyora khola mathe toylet kore so egulo toylet pepar hisebe ius korle taratori shesh hoye jabe,hate
bharotiyo senabahini ar biesoeph ki etoi durbol je bordar par kore ese pakistanira hamla kore abar chole jayo o acchha eibar bujhlam biesoeph to sudhu bangalider sathei pare,hate
somoyer kontsor hocche bharoter dalal asob mittha apobad dite ustato,hate
sabek chatrolig neta siisir podottag chai,hate
rokto o pani eksathe mishe na rkte upadan hisebei panir poriman sorboccho o eksathe mishe na kichudin age bharoter shirshsthaniyo neta swikar kore niyechhen phorakka badh chilo sompurno eta sobceye beshi khoti koreche bharoter bishesh kore biharer sale bharoter ra er biruddhe mot diyechhen kintu ra shunen nai jei sob elaka te achhe sekhane prchur porimane jonme eshwrer upor matobbri proyujon ne,hate
amar jodi khomota thakot bharot namer rastr ta muchhe phelotam prithibi theke,hate
phranso hamlay shok sagre toliye geche sara bisho kintu jokhon isoraile protidin philistini niriho nari shishu hotta kore tokhon tar ken grte thaken,hate
bharotiyo sokol channel bonodh kora hok,hate
bharot ar pakistan juddho laguk ar naiba laguk facebook dekhchi bharot pakistan niye oloredi juddho shuru hoye geche,hate
bharot amader chirshotru,hate
er jonno dayi pakistan ar apnara jal noter karkhana khule rmormiye not chhepechhen ar bharoter mon kot udar ta apnara nijerao janen ebong er not batiler por bangladesh theke asa kichhu manush bipode porechhil tokhon kolokatar kichhu basinda tader khuchoro taka diye sahajjo koren jate tara nijer deshe phirte paren ei khobor gulo ken den ni pakistan kintu aponadero bondhu hobe na jader jonno et laphalaphi korchhen,hate
madar phakar rendiya mone hoyo nijer mati chara onyo kothao bhalo khele jesob kuttar baccha rendiyan dalal achhe sob kotare lathyi mere desh theke ber kore deya uchhito son oph bicho,hate
hocche amader bharoter kichhu jark sontander rajniti namer durniti,hate
hasykor gnotantrik desh mayanmar jeno mrittupuri prodhanmontri suchi holen ekjon putul karon sob khomota pryog kore deshotir norpishach senabahini r doshoke mayanmare chiner somorthne samorik hostkkhep hoyo suchike grihobondhi ebong porborti somoye nirbasone pathano hoy chin bouddho desh mayanmar o bouddho tai chinara nij khorche mayanmarer rastaghat soh sokol bishoyadi gat diye unnt kore ar edike mayanmarer sathe maloyshiyar royeche bharot mohasagrer bishal malakka prnali ei prnali niye chiner sathe maloyshiyar birodh cholche ar onydike oi o,hate
bharot ke bishas kora jayo na karon bharot subidha badi,hate
bangladesh ekhon ar gnotantrik desh noyo,hate
kintu ekta somossha achhe e deshe to bhartira chara ekssepto na bharoti poshu holeo chole,hate
ei dhormo dhormo korei desh bhag holo prithibi bhag holo pasher barir horidaser barite giye khaoyato durer kotha bosena haphej amir bin kashim gopaler ma bosote deyna jat jabe bole jat jaoya seki chartekhane kothaei porbo chole geche agei ekhon shuru hoyeche dhormer name kondl bharot at muslim guli kore marbe upor theke ordar asobe mardo sob saleko abar nasirnogre hinduder ghore agun je lokotar sathe protidin bose swrner dam koshakoshi takei na chenar bhan kore bedhork pituni elakar matabbur mokobul miya mone mone bhabobe malaon ra edesh theke gelei,hate
swamistrir somporko ki emonoi hoyo ilish pathalo bangladesh piyaj bondho kore dil bharot,hate
bharoter jonno duhkher din aro asobe bharot amader desher khoti korei cholechhe kaloke dhaka ashche bharoter prtirkkha montri hasinake tel makhate jate eideshota bharoter hoye jayo,hate
chhatrsomajer mullban bhot swoiracharer bipokkhe hok,hate
apnar khura juktita rajakarder juktir moto mone hoyo ekattre bharot jodi emon jukti dito tahole kemon hoto bhebechen ki,hate
ekhon bharot hoise ar ki hagusina,hate
bharot amader pormobondu tai tara jokhon jemon khushi temon siddanto nite pare tate banglar jonogoner o sorkare kichu jayo ase na,hate
amerika rasia chin ekhon amader kot bhalo bondhu oukhane india kon cheter bal,hate
bharoter senara sorkaribhabe litar mod pay mase pakistani senara pay keji kore angur fol bharotiyora jobab debe kibhabe,hate
ottachar nirjaton ebong gnohotta motamuti shithil houyar por bharot protibeshi desher sathe alochona korbe bole ghoshona dil tarpor bhalo je jaygay muslim rashtrgulo nirb bhumika palon kore sekhane bharot alochonayo bosobe,hate
phakistan theke agt jongi shadhinota kami kemone hoyo phakistan jongi toirir karkhana koyek din age tader jel theke jongi mukti diye bharoter biruddho leliye diyechhe jokhon modi taka byn korlo tokhon tara chup hoye geche ekhon jongi der hate notun not asol abar jongi chaggna ha ki shadhinota kami re,hate
rendiyara harle ki je moja pamu,hate
emon kon okaj kukaj nai ja bharote hoyo na jeta oder tv siriyal gulor kahini dekhte kichhu onuman hoyo,hate
bharotiyora to gadir bhitor rep kore,hate
prhosoner nirbachon manian amar bhoter odhikar firiye de,hate
bharoter tv siriyal bondho niye riporto korle aro bhalo hoto,hate
bharot amader bondhu kintu aposos ta ekhane thekei jayo juddho sheshe koti takar ostro sornjam lut korechhilo bharotiyo senabahini omritobajar doinik me bharot amader bondhu muktijuddhe sahajjo koreche saler chukti sotweo bharot tin bigha koridor hostantr koreni bangladeshke bharot amader bondhu muktijuddhe sahajjo koreche bhai theke bangladeshke panir najjo hisya deynipodma shukiye aj bathorumer tangki bochhore koti takar fosol utpadon bondho bharot amader bondhu muktijud,hate
ar bharoter malaunra bangladeshe hinduder kichhu hole boro boro kotha bole,hate
dorshkopriyo siriyal tomader dwara hobe na hau mau kor ken othocho jokhon eker por ek bharotiyo siriyal dube jacchhil tokhon kombl gaye chilo bharotiyo siriyal theke bimukhi koreche sultan suleman siriyal dipti tv chaliye jao chanaler samone darate asole pithuni diba hete go chetona ken et beshi,hate
ar bharoter belay bordar elakar manush derke nirapotta jayga soriye nicchhe,hate
shikkhniyo dharabahik othocho oitihasik bastob ghotona somblit solotan soleman noyo borong bharotiyo oposngskritir oaghrason theke deshpremik jonogon mukti chay edhorner bibhrantikor niuj dekhte chai na,hate
sale bharot jebhabe bangnggalider ashryo diye porbortite tader nyajjo odhikar ferot pete podokkhep niyechilo rohinga khetre o manobotar khatire ei somasyar shayi somadhane ekoi prkriyayo bybosha neoya hok,hate
bharoter shalarare kukure moton mar,hate
bharote goru churi na korle halago pyater bhat hojom hoyo na,hate
ken england to ranei oloaut ekhon bharot byat korche,hate
ami bharot pakistan kashmir bhordar theke,hate
jotodin bharoter choritro na bodolabe totodin edesher manush tader ghrina kore jabe malaunra upore bondhutwer kotha bole othocho sujog pelei bangladesher khoti kore pakistan amader khoti korechilo tara amader desher sompod poshim pakistane niye gechhil ar bharot amader ekotar por ekta khoti korei cholche ora mukti juddher por pakistaner fele jaoya sokol somorastr niye gechhil tin bigha koridore tara omanobik bhabe rate bondho rakhar jonno chikitsar obhabe amar desher osngkh nagorik pran hariyechhe pharakka diye aamar podma morubhumi baniyechhe ora tis,hate
haydrabader moto enokauntar kortei hobe nochet ek maser modhei fasi chai,hate
asole mustaphij chilo bole pakistan aphrika o bharot ke size korte parchhe mustaphij nai tai ager mot bal phelacchhen sobai alamin kar make chudche je alamin ke time neya hoyna gt bochhorer besto bolar chilo se prttek sirije notun notun sona time anobe jeno prtipokkho sona bhalo kore luj kore dite pare,hate
bangladesher muktijuddhe jebhabe bharot pashe dariyechhil thik bangladesh sorkar o edesher jonogoner uchit rohinga pashe darano,hate
eibar hobe nongramo bharotiyo ebong bangladeshira nongra bhashayo porspr ke gali dibeno ma bon kichhui bad jabena jodio ekhane tader kono dosh nei,hate
amar desher kot manush dine tin bela dumutho bhat thik moto khete pay na ar ki dord sorkarer bharoter chondaloder jonno ekattrer juddhe bharot tader nij swarther jonyo bangladeshke sahajjo korechilo,hate
amra sei deshe bas kori je deshe gm chorera charitrik sartiphiket prdan kore,hate
bharoter tren durghotonay amader rajniti jotota mormahot o shokagrsto,hate
bangladeshi miraj sakib taijulora naki bharotiyo bolarder utsah jugiyechhe ekhon bastobe dekhchi moen ali jo rut stokosora beshi labhoban hoye bharote geche tar proman tara byate bhaloi dicchhe abaro proman hoye gel bharotiyo bolarder cheye bangladeshi bolarra onek onek unntoman sompnno o karjkori,hate
hehehe jini okkhyo kumarer sathe nachar jonno pagol hoye gechhilo sei kina michhil kore upore deshoprem bhitore desh bechar paytara amra mone prane chai bideshi channel bondho kintu tar age apnara natok sinemayo hindi gan bharotiyo poshak hindi kotha bola bondho korun nij deshiyo sngshkriti thik bhabe tule dhorun,hate
bharotiyora pakistan senader bujhi ador kore hotta kore,hate
pakistaner shohid hole bharoter malu kutta ke mare pakistan bangladesher bangali ke shohid korleo rajakar bakoshal sorkar protibad tuku korar sahosh payna,hate
sale shadhinota snggrame bangladesher shornarthider bharot ashryo diyechilo tader matite ashryo diye samorik prshikkhn diye amader muktijuddhe utsah diye desh swadhine sahajjo korechilo bharoter swarthe ba manobotar khatire je karnei hok bharot amader sahajjo korayo bisheshot nirapottajanit suphol bharot o bangladesh ubhoyei pacchhe bangladesh o bharot aj ghonishto mitro tai amadero sujog eseche rohinga ashryo prshikkhn diye arakan rajyke ekti shadhin rastar hisabe gre tolar jar suphol ekodin amrao bhog korte parb jehetu samor,hate
bharot khuriye khuriye dro korlo ar banglodesh jite jet onayeshe shalar,hate
bharoter pachhe bash dibe tara julumokorchhe tai tader sasti hoyadorkar,hate
are eito hol bharotiyo nagorik,hate
prdhanmntrir kache amar ekta rikuyesto bharoter sathe somporko bicchhinno koren,hate
hindu nirjatito hole bharot kade crishtan hole amerika kade ihudi hole israil kade boddhou hole chin kade ar musolman nirjatito hole kon desh kade na kothay muslim bishwo kothay manobota,hate
bahhki sundr kotha chiner sathe bangladesher somporko gre uthayo bharoter montrir sophorbangladeshoke niye et rajniti ken,hate
doliyo prtike nirbachoner kuphol grihojuddho chhoriye porechhe grame iuniyne deshojure,hate
sale mohan muktijuddher somoy bangladeshe theke pray koti shornarthi bharote prbesh korechhilo ebong odhikangsho lok musolman tokhon taderke ferot na pathiye bharot sorkar tader sadhmot dekhashona korechilo tokhon tader desher nirapotta bighnt hoyo ni,hate
bharoter jonno shok arek pashe deshe musolomader marche tate kon mata betha hoyo na e kemon kotha,hate
bharot shoytanera sob kharap kaj pare,hate
simante manush hotta kora bharoter biesoeph bahinir bod obhase porinot hoyeche indiyake shikkha deya dorkar,hate
tar lahor prstabei chilo shadhin bangladesher bijo tini chiklen obibhokto bharoter musolmander muktir neta tini hocchhen bangogali musolmander jatir pita,hate
sheyaler kache murgi borga deyar mot jodi na amra abar boma baniye pheli se karne sombhbot bharoter chape dheki gilochhe sorkar khajonar theke bajona beshi hoye jacchhe odhik sonnasite gajon noshto bole ekta kotha achhe je bishoye kon obhiggota nei sei bishoye et boro inobheshtmento beporoya gtite gari chalanor moto tachharao sabotaj hole ta dhorar mot dokkhta edesher karo achhe kina setao dushintar bishoy khuboi senositibh bishoy,hate
oi shilpider andoloner somoy pulisher uchit gorom pani chhitano etodin koi chilo age bharotiyo siriyal gula bondho kora dorkar,hate
pah ekta poshomoo chhirte parbe na bharot,hate
ek oboidhor hate aro tin oboidher shopoth,hate
rendiyar dol eibar parle dui nambari kor mog sathe parleo oi mamag loge parbana dui nambari korte,hate
lokkho korun sampdayik somossha amader desheo hoyo kintu amra setar somadhan korte jani ar bharoter belay bhinnta prokash pay bharotiyora usokani dite jane somadhan noyo,hate
tar mane dadara koti bharotiyo nagorik amader ghare chapanor cheshta,hate
tui shala ekta boro beyadopo je anggul diye likhechho seta o rendiya o malur bhasha tui kadailla tor babar desh pakistane ja,hate
bharoter poradhin kordorajyo poshchimbonger basinda rephiujira purbpurushanukrme oder oursodata jenetikkal bap bangladesher pitritwo swikar na kore marathi maroyari panjabi drabirderke nijeder bap bole dake kintu poshimobonggiyra je jonmporichoybihin ekta oboidho bejonma jatigoshthi ta obangali bharotiyora jane bolei poshimobonggiyderke nijeder aggnaboh kritodas hisebe kaje khatayo osob poshimokanggaliderke,hate
prithibir sob chaite boro beeman nimokoharamer jat holo poshchimbonger bharotiyo bangalira purbpurushanukrme eder jonmtai hoyeche bangladeshi birjdharayo kintu pa chate sob somoy dillir poshchimbonger rajyo sorkar momota didir parti sarakkhn bangladesher kotha moto uthobos kore ar poshimobonggiyra uthobos kore oder stbap dillir kothamoto,hate
modi jokhon bharoter prodhan monti holen tokhon apnara khushi hoye khmmotayo asar sompn dekhechhilen tokhon bharot gndo koreni,hate
shalara gaja mone hoyo ektu beshi khaichhe age bharoti oshlil siriyal bondho kor tarpor na hoyo bideshi sultan suleman,hate
chinader kach theke amader shikkha neoya uchit karon unara tader simanter ekangsh khule diyechhe kintu amra ta parini tachhara boro udahorn hocche sale amrao paliye gechhilam bharote ar bharot amader ashryo diyechilo sngkot kete jabar por amra jemon matribhumite byak korchhilam temoni orao chole jabe sutorang amader simanto khule deya uchit,hate
kon pothe bangladesh prtidinoi nikhoj hocche manush uddhar hocche lash,hate
star jolosa ki bhalo sulotane suleman onek bhalo desher nattkar der bojha uchit natoker majhe et biggapon ken amra chai ei dhoroner siriyal thakolei sobar jonno bhalo oi bharotiyo siriyal jot somossha ebong oshlilota diye bhora,hate
bharotiyora etotai oshikkhit je tara thik mot bangladesh bananotao likhote pare na likhe kangladesh chi chi,hate
